n_0,R_0,c,r,D,R_max,E_b,R_unc,E_h,v_b,E_m,v_d,E_move,z,K,extinction
0.75879397,0.7645452,0.7589612,0.743878,0.3628791,0.4490734,0.8043194,0.777346,0.17999996,0.2513768,0.492442,0.5465748,0.12593754,0.4721728,0.471267,1
0.56281407,0.05279135,0.8622742,0.5455348,0.1608548,0.4752584,0.8745325,0.3585858,0.6821048,0.8295142,0.3409366,0.2760984,0.3578814,0.466853,0.9137758,1
0.869346734,0.8852296,0.1134912,0.2858076,0.5059928,0.4918043,0.7651043,0.921363,0.6162272,0.5711634,0.06945384,0.6868814,0.374883,0.6601444,0.3396786,0
0.64321608,0.2266589,0.5320723,0.6195828,0.3752639,0.2527876,0.5018562,0.1323511,0.750839,0.7079418,0.09359246,0.441552,0.09312756,0.7467868,0.1274422,0
0.487437186,0.1877025,0.4770494,0.958506,0.9353062,0.9184251,0.3740272,0.6740576,0.2695604,0.9647366,0.2639158,0.16099534,0.9170272,0.1912436,0.7121964,0
0.291457286,0.3340338,0.174753,0.9736716,0.3122879,0.9080916,0.3965805,0.2982346,0.782741,0.09534076,0.9816606,0.9615208,0.16780268,0.8195764,0.5577318,0
0.055276382,0.3654005,0.3879455,0.18848804,0.3029957,0.1992761,0.2683782,0.704072,0.843786,0.7500336,0.2983906,0.498066,0.319431,0.9236772,0.6504944,0
0.929648241,0.3523862,0.980486,0.6231756,0.4554072,0.6683315,0.3818171,0.5201074,0.2404188,0.14404506,0.3718514,0.5301252,0.19623598,0.527578,0.8705964,1
0.447236181,0.597644,0.1496037,0.002884102,0.05057992,0.7603136,0.1456936,0.5296796,0.9818194,0.12904846,0.5436414,0.4691322,0.8713352,0.03292318,0.18005072,0
0.854271357,0.4946802,0.238365,0.3991874,0.1206281,0.01089632,0.9632927,0.7504568,0.04040438,0.841508,0.819718,0.2588518,0.4242106,0.8765678,0.4297442,0
0.040201005,0.4445368,0.7234601,0.4148852,0.08595518,0.07608775,0.9788241,0.002102988,0.9981618,0.13764042,0.05108398,0.2003468,0.9114544,0.327324,0.17700066,0
0.462311558,0.484123,0.08287442,0.3053228,0.8509268,0.5454335,0.7017416,0.862488,0.432897,0.8104868,0.03131806,0.54324,0.5090346,0.8695576,0.4200054,0
0.341708543,0.3937175,0.9351775,0.8385208,0.4540846,0.4669809,0.7628647,0.03138304,0.571767,0.9519154,0.585706,0.5944598,0.5925908,0.0745662,0.7735192,1
0.020100503,0.9719949,0.337855,0.3297772,0.7188466,0.08335749,0.1269054,0.9349376,0.06466964,0.11480124,0.11761674,0.3161876,0.438757,0.016708686,0.3699332,0
0.748743719,0.9899936,0.8952404,0.12943232,0.02199542,0.9264466,0.1229695,0.1136484,0.9335238,0.6359932,0.930959,0.14400462,0.5206986,0.7804324,0.4817202,0
0.728643216,0.3762385,0.1515934,0.346599,0.7814736,0.2313028,0.6148948,0.9775996,0.4799576,0.4011192,0.05899728,0.8046344,0.840913,0.02650732,0.256819,0
0.256281407,0.5165999,0.7182293,0.641087,0.6506124,0.3067072,0.6622388,0.6897014,0.3503816,0.2118144,0.10592152,0.968498,0.2700352,0.06264764,0.2208954,1
0.51758794,0.8972368,0.3168596,0.5852682,0.7415541,0.8082971,0.5341299,0.5714034,0.4622178,0.6568212,0.7659118,0.6085714,0.8554594,0.8047936,0.7165002,0
0.206030151,0.9413639,0.5842485,0.6397108,0.492112,0.2127359,0.3139547,0.7434286,0.8848704,0.5380336,0.806662,0.7685566,0.6141148,0.11905746,0.16006,0
0.753768844,0.602714,0.2257629,0.4153282,0.9251616,0.5210929,0.7446564,0.4325718,0.9469804,0.3135442,0.4843876,0.184007,0.02777258,0.6776978,0.04806814,0
0.613065327,0.3295328,0.08865029,0.3750266,0.9486335,0.7436022,0.2425333,0.695853,0.3469284,0.2995376,0.2348844,0.7313164,0.6614072,0.9928046,0.6296312,0
0.804020101,0.7240525,0.827821,0.06738452,0.6378495,0.3114852,0.5080681,0.08608596,0.4067346,0.06969814,0.9228912,0.3574488,0.4331846,0.8861626,0.19034574,0
0.055276382,0.8479534,0.7446962,0.007721134,0.4605436,0.8592648,0.9800313,0.7657686,0.09319676,0.16454602,0.08477448,0.05237566,0.012975914,0.2514142,0.3608322,0
0.301507538,0.624716,0.7666491,0.8080162,0.02506823,0.1502497,0.09237233,0.3929998,0.3049324,0.9118024,0.2371196,0.6291602,0.541052,0.229818,0.7624024,0
0.346733668,0.7583268,0.1194734,0.3217598,0.3835804,0.528914,0.3082131,0.6395498,0.6574348,0.4127032,0.512712,0.004344818,0.13702714,0.825388,0.4892594,0
0.43718593,0.5273721,0.1891746,0.8144436,0.3229363,0.443991,0.5841636,0.03671274,0.12676582,0.7396256,0.7361176,0.2177856,0.6155628,0.2327934,0.928892,0
0.814070352,0.2814231,0.06695896,0.8868006,0.9432027,0.6753838,0.996708,0.625048,0.9585284,0.05143946,0.2481136,0.418801,0.280525,0.9180712,0.3288024,0
0.507537688,0.7968266,0.3345744,0.3701312,0.6793739,0.1946779,0.4198143,0.05535866,0.3129566,0.8393596,0.00027372,0.08684902,0.790345,0.762017,0.921551,0
0.768844221,0.005470949,0.2997038,0.6308164,0.05700927,0.01915221,0.3282053,0.6109284,0.15422646,0.6490312,0.8333264,0.4317374,0.14764472,0.19954072,0.6565354,0
0.628140704,0.1189915,0.6668452,0.13240352,0.7584584,0.3960525,0.9331108,0.81199,0.2503336,0.5596962,0.4491012,0.8101246,0.6726582,0.912814,0.8818754,1
0.889447236,0.5424018,0.6705831,0.19493696,0.7480692,0.3537274,0.2177954,0.9688754,0.14361936,0.4173742,0.802139,0.8063368,0.6211674,0.8570712,0.4076144,1
0.467336683,0.3569006,0.9000568,0.6664388,0.2167147,0.09830812,0.7228517,0.1866628,0.7098114,0.3014662,0.576647,0.880565,0.6537064,0.7288668,0.6984246,0
0.24120603,0.9157768,0.6994908,0.2652088,0.760092,0.405065,0.4978456,0.5113656,0.03366622,0.7656276,0.4299176,0.458799,0.5688418,0.2719286,0.94429,1
0.442211055,0.6990821,0.590107,0.4728838,0.193979,0.2487651,0.01271333,0.684928,0.06673632,0.386517,0.9789882,0.5780142,0.2313186,0.5425706,0.6613944,0
0.396984925,0.4135614,0.3278435,0.2191108,0.1427221,0.1367792,0.4627923,0.6496568,0.19721104,0.4616912,0.2003024,0.4128862,0.3935784,0.9307794,0.5998318,0
0.035175879,0.4245083,0.9614614,0.2938368,0.9128293,0.2231481,0.8275807,0.2901766,0.7861264,0.9365788,0.7759908,0.9055458,0.4185028,0.6337484,0.3876766,0
0.472361809,0.7312359,0.7997645,0.2574274,0.5975454,0.7391438,0.1917836,0.4645004,0.6653,0.1686095,0.2190332,0.4895882,0.1917544,0.7324896,0.8492366,1
0.718592965,0.6768501,0.2780942,0.940856,0.9321712,0.3611496,0.08755988,0.0453933,0.9204678,0.6291952,0.432625,0.7902856,0.8690296,0.6377332,0.6171774,0
0.537688442,0.9078336,0.0726268,0.603746,0.07876283,0.4213493,0.7131275,0.8349532,0.13513724,0.6173648,0.7890442,0.252818,0.9561142,0.6730846,0.9302562,0
0.216080402,0.02404385,0.4522024,0.7488412,0.8658436,0.978566,0.1165825,0.0639211,0.375881,0.2841116,0.517621,0.5226296,0.677663,0.4934656,0.5177402,1
0.170854271,0.7489634,0.157977,0.9871904,0.1586742,0.5964805,0.3584978,0.19648882,0.4977634,0.7853796,0.521918,0.16684324,0.9516698,0.589315,0.476557,0
0.778894472,0.4543283,0.03636612,0.7392438,0.9020736,0.008304677,0.1139853,0.016514596,0.9354382,0.5437334,0.3150988,0.2244824,0.2285494,0.003461672,0.10037386,0
0.994974874,0.8583954,0.3619622,0.02209156,0.1302888,0.2023719,0.1863907,0.2528962,0.5398352,0.2049092,0.7296994,0.461424,0.7086916,0.7668054,0.3222272,0
0.924623116,0.2774173,0.8137933,0.868546,0.976188,0.3868521,0.7187473,0.2375822,0.8131004,0.3844326,0.11297636,0.3741834,0.13432198,0.258051,0.8182342,0
0.35678392,0.8778035,0.7936639,0.5283688,0.4037634,0.02268663,0.8937061,0.541863,0.9922974,0.976627,0.7019132,0.9442614,0.7553902,0.0556781,0.00842233,0
0.216080402,0.03358034,0.5958219,0.04468026,0.5036248,0.1112851,0.4530145,0.8927856,0.8673338,0.4579412,0.9730676,0.9997558,0.09763368,0.4356292,0.6834136,0
0.120603015,0.5053757,0.9279146,0.17216956,0.3908301,0.08900227,0.03740245,0.7176356,0.5420942,0.783548,0.2923712,0.5085592,0.1866518,0.3241486,0.4614452,0
0.316582915,0.2408061,0.7780328,0.8998918,0.1517899,0.7936682,0.4007802,0.08030304,0.766244,0.18800964,0.2679694,0.8644368,0.9897648,0.2629018,0.08419524,0
0.005025126,0.652473,0.9081107,0.539375,0.345522,0.8201815,0.6201192,0.2423916,0.08811048,0.6908048,0.4170866,0.5863114,0.04369934,0.9786158,0.8357884,1
0.381909548,0.3187158,0.3946989,0.8296242,0.4087511,0.1123935,0.3020704,0.3463456,0.9680836,0.5896632,0.6115506,0.9701272,0.2199604,0.6827676,0.4272158,0
0.361809045,0.9255082,0.7990054,0.18311192,0.7605839,0.8124869,0.573501,0.724674,0.1008866,0.9199484,0.4473186,0.7598408,0.5303624,0.725715,0.17973446,1
0.025125628,0.9055875,0.4225526,0.339214,0.6746386,0.1820481,0.7420354,0.811441,0.9827614,0.8455778,0.1463933,0.9538016,0.9772214,0.8630812,0.4886362,0
0.140703518,0.048295,0.3157253,0.2903682,0.6509626,0.7252885,0.2252452,0.8640608,0.9780396,0.7012396,0.16363294,0.3995604,0.243999,0.05519384,0.7283494,0
0.020100503,0.880209,0.03155334,0.754598,0.4611383,0.3584264,0.3273186,0.5354862,0.6047698,0.8281668,0.05179632,0.5871304,0.658936,0.1295568,0.005117236,0
0.100502513,0.9765662,0.9089992,0.9330236,0.8991304,0.9300467,0.5857958,0.9567866,0.5539842,0.6435742,0.2016118,0.85311,0.6864182,0.13155984,0.6350798,1
0.105527638,0.4709607,0.01114465,0.5686372,0.1101804,0.287216,0.8870216,0.4192588,0.9433628,0.8999248,0.51427,0.4842118,0.2623356,0.7053434,0.633326,0
0.326633166,0.7035408,0.2382132,0.3080402,0.5598123,0.4586444,0.1510456,0.6557858,0.9005402,0.8501236,0.924324,0.6826112,0.7486522,0.5982282,0.9004738,0
0.301507538,0.3763194,0.9669219,0.8189468,0.7996123,0.4969289,0.7251529,0.17614922,0.2224544,0.8894358,0.2234366,0.5669022,0.742911,0.3062904,0.8492278,1
0.020100503,0.5965676,0.6700938,0.5186272,0.6124015,0.5542575,0.3678021,0.2975378,0.19875862,0.3260068,0.08890846,0.2645382,0.09771126,0.18805678,0.17394392,0
0.005025126,0.3678384,0.6445193,0.9637498,0.9805233,0.2006858,0.4845472,0.727954,0.5558536,0.8816028,0.8988712,0.6165128,0.8172214,0.8383294,0.612562,0
0.065326633,0.6623504,0.6777615,0.4503822,0.07488912,0.8092587,0.5242859,0.5628668,0.7597502,0.4167654,0.4909492,0.6799498,0.4433776,0.9280082,0.928465,1
0.035175879,0.392123,0.9286365,0.12181152,0.8537567,0.1771121,0.6899225,0.07851206,0.3629968,0.7777402,0.016921034,0.6724496,0.403076,0.13964054,0.2268652,0
0.497487437,0.1300495,0.7451492,0.6229476,0.1624712,0.6513072,0.9196925,0.2863542,0.819761,0.4791916,0.566641,0.661778,0.16706528,0.5629486,0.8760204,1
0.949748744,0.1726517,0.7680919,0.906732,0.9021039,0.9946125,0.7331041,0.162213,0.784696,0.6773348,0.7751132,0.6072216,0.5719736,0.5810822,0.54576,1
0.170854271,0.40558,0.7915589,0.15032388,0.1456514,0.3288887,0.9454665,0.4385226,0.80585,0.15611324,0.4778092,0.0326365,0.7816508,0.4839456,0.191122,0
0.959798995,0.3074069,0.7111444,0.5724304,0.5070486,0.3424253,0.6510841,0.4482232,0.5663528,0.12141496,0.1597456,0.4542898,0.5644706,0.9317752,0.7714204,0
0.221105528,0.2079966,0.4648193,0.09606336,0.08193927,0.2115701,0.7092069,0.274911,0.5937668,0.6021312,0.7683324,0.6662326,0.720578,0.3630148,0.7334174,0
0.603015075,0.5485111,0.7592414,0.7073216,0.58888,0.2644911,0.9025602,0.6442664,0.5105624,0.03700378,0.23231,0.637296,0.4867092,0.6106716,0.4552896,0
0.793969849,0.02111849,0.3542385,0.8617006,0.07753384,0.9996655,0.5956431,0.11232892,0.8919822,0.6275622,0.5519972,0.7237322,0.2899486,0.4956286,0.9829036,0
0.100502513,0.3121623,0.8632559,0.323595,0.1548005,0.2673892,0.004063911,0.279329,0.7281378,0.999996,0.659075,0.9758042,0.5587782,0.4639238,0.658795,0
0.864321608,0.7790426,0.4698631,0.2333206,0.2088551,0.008432795,0.838146,0.8691568,0.04632914,0.6083464,0.3079292,0.4162016,0.3409482,0.9085572,0.09279688,0
0.417085427,0.1087903,0.3551567,0.4002846,0.4382257,0.4692284,0.7366043,0.2198088,0.3664912,0.4849456,0.07810434,0.13557762,0.877137,0.4479896,0.4608898,0
0.623115578,0.250546,0.04103995,0.984005,0.8449812,0.4733697,0.5533896,0.9689956,0.3988476,0.11143192,0.8623206,0.2059856,0.6272552,0.1836097,0.99387,0
0.809045226,0.7513492,0.1568716,0.13262652,0.4137809,0.4252097,0.8984774,0.2822866,0.1118848,0.2533664,0.18846584,0.824982,0.16060638,0.961751,0.9960958,1
0.914572864,0.07672625,0.7338902,0.2522548,0.6176939,0.5704537,0.2070146,0.9333952,0.9074162,0.13786264,0.02228212,0.594116,0.5966682,0.14837316,0.00069095,0
0.969849246,0.3830891,0.02734521,0.9905872,0.6634048,0.4469963,0.3749661,0.6604258,0.243496,0.7580184,0.8706934,0.8302146,0.7309018,0.004890128,0.3617638,0
0.768844221,0.442041,0.402576,0.8490714,0.332952,0.9269393,0.6028785,0.6342548,0.4001082,0.084517,0.10670768,0.9125942,0.698632,0.9101,0.04697678,0
0.467336683,0.463913,0.8564163,0.3345608,0.4018255,0.7094279,0.7179336,0.2686296,0.8114736,0.10451838,0.8258444,0.4007974,0.2310452,0.5164394,0.1063511,0
0.75879397,0.5577996,0.2819515,0.1710713,0.7359774,0.3903256,0.06698562,0.4832874,0.5027782,0.455943,0.3611132,0.319843,0.9931478,0.10920884,0.2933814,0
0.728643216,0.7454542,0.2883059,0.5345402,0.2978022,0.9822084,0.1445793,0.8553684,0.536421,0.6175398,0.9368438,0.02158288,0.9573986,0.8879102,0.2353764,0
0.447236181,0.9519642,0.6141191,0.4477146,0.6417762,0.7586928,0.3329811,0.9205264,0.4468136,0.345229,0.596189,0.559484,0.4274868,0.5260766,0.570523,1
0.572864322,0.3327024,0.6520776,0.2755768,0.5276715,0.06595157,0.24389,0.665449,0.8269828,0.05586614,0.9508336,0.2111422,0.11700796,0.03444382,0.5406962,0
0.075376884,0.5404976,0.7502864,0.6266472,0.5767188,0.4926628,0.8705393,0.5164728,0.5959354,0.8573434,0.2782748,0.8254858,0.8282716,0.17445446,0.2779536,1
0.929648241,0.003912362,0.255568,0.8838102,0.1586132,0.7343685,0.5671682,0.03139752,0.7083162,0.79676,0.03575338,0.15334598,0.7071364,0.2998798,0.3906046,0
0.155778894,0.1636933,0.9585947,0.11095056,0.5173138,0.2451673,0.9632212,0.12661616,0.0719307,0.9879364,0.1526835,0.7917838,0.8206678,0.7891902,0.7956782,0
0.055276382,0.9648233,0.345791,0.07765748,0.04755595,0.9594689,0.1390529,0.601484,0.3757742,0.487975,0.05706922,0.427267,0.6375572,0.07206502,0.8878254,0
0.959798995,0.7182682,0.3256189,0.9994112,0.3281525,0.9420045,0.07938845,0.4914026,0.8888246,0.9616184,0.6201952,0.216793,0.62059,0.5485318,0.7658568,0
0.331658291,0.0135073,0.2653091,0.6664322,0.9683685,0.2445082,0.3090515,0.4956394,0.3815104,0.9073932,0.976888,0.5103164,0.9951916,0.9775092,0.8045792,0
0.688442211,0.4846693,0.558458,0.013803114,0.138578,0.5208869,0.1331888,0.9146716,0.832096,0.2172764,0.8006006,0.3490556,0.362801,0.9998672,0.2747636,0
0.291457286,0.9152372,0.8989916,0.4139352,0.1081526,0.3751013,0.7565233,0.0956115,0.9337776,0.6386388,0.3576598,0.1582122,0.4740308,0.450718,0.8944614,0
0.16080402,0.5211097,0.3801768,0.5038584,0.5933741,0.4622672,0.3971539,0.0655322,0.787692,0.09039446,0.2179234,0.3875726,0.9715804,0.14207182,0.4237572,0
0.211055276,0.4988595,0.1642498,0.870061,0.6383359,0.0375642,0.3355526,0.8776626,0.13544856,0.5599794,0.7524654,0.19739792,0.2946784,0.828008,0.3433028,0
0.256281407,0.4900303,0.1525356,0.4084916,0.9564811,0.750923,0.6972602,0.945432,0.6391054,0.02623786,0.4607592,0.6496306,0.6161696,0.8045416,0.15017784,0
0.130653266,0.765848,0.8506361,0.2976622,0.1322207,0.432257,0.9401559,0.14052312,0.7483966,0.7634624,0.4238876,0.956927,0.0947766,0.5543254,0.4114302,0
0.201005025,0.5901969,0.1653688,0.05779956,0.3066297,0.6622908,0.0890286,0.0374937,0.8965532,0.09521718,0.06343162,0.2337312,0.3906768,0.260723,0.3290282,0
0.894472362,0.09058991,0.7174047,0.0685099,0.9166179,0.6454822,0.9816708,0.6516394,0.018563492,0.4906056,0.3263794,0.9276258,0.9612776,0.9231736,0.4420548,1
0.381909548,0.9843445,0.9940634,0.3860314,0.6860563,0.9016575,0.5819383,0.2016828,0.524263,0.1437864,0.8851964,0.7181794,0.4387458,0.7783826,0.7888582,1
0.035175879,0.830339,0.108786,0.3682126,0.6557101,0.7749127,0.5762612,0.3427352,0.881804,0.011734998,0.5005918,0.3357394,0.04264944,0.06445774,0.683619,0
0.698492462,0.2751501,0.217908,0.2832966,0.2667505,0.564244,0.7248905,0.7608842,0.5609424,0.9267322,0.9876902,0.4922842,0.52952,0.12245904,0.7171938,0
0.939698492,0.6034031,0.173608,0.8322646,0.5500703,0.1162836,0.4689777,0.04323076,0.273323,0.397984,0.16695232,0.5324768,0.5683324,0.7427562,0.0418812,0
0.663316583,0.567486,0.002797731,0.661651,0.1746885,0.7141941,0.4352091,0.2458456,0.732225,0.17573762,0.8567778,0.04496252,0.7765322,0.08423836,0.777024,0
0.35678392,0.8058082,0.009853302,0.10321794,0.8601704,0.6993744,0.6161293,0.7492744,0.261056,0.10593486,0.2809586,0.6950102,0.06147988,0.16554534,0.9319262,0
0.613065327,0.1436897,0.4462858,0.2743838,0.02453717,0.3328664,0.6264438,0.67443,0.9577672,0.2769564,0.5176842,0.3630426,0.4525598,0.342368,0.6529298,0
0.201005025,0.08447686,0.1370856,0.19816562,0.8483044,0.08326246,0.1975736,0.12468588,0.4546956,0.4358464,0.7603398,0.08576974,0.00588654,0.2738548,0.9461436,0
0.829145729,0.06103885,0.6583177,0.6415796,0.8854581,0.3101497,0.3558114,0.4752388,0.2517866,0.7528592,0.426365,0.8865616,0.6137146,0.6424586,0.400645,1
0.658291457,0.3241479,0.2439177,0.8356028,0.7254903,0.1996738,0.4349016,0.9153518,0.08718316,0.8672176,0.4363566,0.17644546,0.7266022,0.4240492,0.8382554,0
0.748743719,0.1191427,0.8484895,0.432935,0.2487617,0.787426,0.9111498,0.6369804,0.10542146,0.6245114,0.6871672,0.9887508,0.7016396,0.3757648,0.8820506,1
0.296482412,0.1250896,0.02116755,0.2411962,0.7164582,0.2166371,0.2900506,0.6826132,0.9127162,0.5071398,0.537236,0.6899784,0.2475684,0.2575336,0.8670972,0
0.934673367,0.634005,0.1928576,0.4581068,0.7105316,0.1718882,0.2833908,0.3621434,0.619558,0.06294534,0.19271774,0.893545,0.0336804,0.8063454,0.3385932,0
0.412060302,0.9140718,0.8767803,0.4832486,0.01773712,0.2774025,0.8924355,0.6086624,0.2793718,0.938486,0.2352162,0.996632,0.1394101,0.6675756,0.2540296,1
0.537688442,0.6239557,0.637838,0.4753302,0.08883296,0.7421025,0.2345782,0.646804,0.722518,0.9914246,0.8465102,0.05253646,0.280343,0.8548508,0.2894282,0
0.346733668,0.608295,0.4756358,0.5431296,0.8322245,0.6077519,0.8291614,0.05044332,0.434037,0.5311608,0.0311542,0.93512,0.13038074,0.2836086,0.9884968,1
0.713567839,0.2286767,0.1458832,0.3006908,0.6206289,0.8601075,0.6684005,0.9076976,0.9911438,0.8141128,0.7867378,0.4054356,0.634638,0.9914686,0.8517144,0
0.226130653,0.6947222,0.2500888,0.15997772,0.7014476,0.05212526,0.7865941,0.785948,0.3150172,0.2585384,0.67535,0.9673316,0.9449126,0.04032582,0.8206632,0
0.472361809,0.05734296,0.3224659,0.9681136,0.7758633,0.5332647,0.5333392,0.07284968,0.6866286,0.5690174,0.3850286,0.44544,0.08446386,0.784705,0.6722812,0
0.190954774,0.2560382,0.4586745,0.9765338,0.5009677,0.1450876,0.4545485,0.23622,0.014591404,0.9309048,0.5252502,0.07245768,0.3365094,0.8766004,0.3528654,0
0.834170854,0.7739661,0.6049845,0.6041716,0.2623193,0.346816,0.4876177,0.8727146,0.06372898,0.4244786,0.2512034,0.7648826,0.016945512,0.4771738,0.5199022,1
0.070351759,0.6151913,0.7797974,0.904122,0.970591,0.6120536,0.803217,0.8059884,0.3555914,0.5600416,0.9311772,0.3926156,0.935471,0.7195652,0.06298794,0
0.67839196,0.2814595,0.7425194,0.8532226,0.1029438,0.09332421,0.4942337,0.013962804,0.5756296,0.727829,0.4080066,0.4397726,0.3086918,0.8341474,0.16158034,0
0.854271357,0.5336795,0.2254442,0.256836,0.4863811,0.3700075,0.9588601,0.00785385,0.2898246,0.7824974,0.13898406,0.4142498,0.4485914,0.0764761,0.9787524,0
0.748743719,0.5269751,0.1002892,0.3194034,0.03294055,0.3812726,0.1655807,0.13881866,0.8691902,0.5969914,0.09464206,0.000524521,0.7119748,0.005908714,0.8580746,0
0.452261307,0.935332,0.5463815,0.2620602,0.724982,0.6381839,0.5929292,0.5849366,0.5748672,0.3629176,0.10238658,0.5975444,0.8321778,0.09660244,0.5934442,1
0.874371859,0.4008324,0.7050095,0.02476922,0.601718,0.2245653,0.149395,0.1729878,0.14009398,0.6685218,0.6998288,0.708685,0.6637898,0.02232666,0.5885114,1
0.638190955,0.5716248,0.210974,0.2658648,0.05348103,0.1443118,0.5448279,0.384375,0.348099,0.3839298,0.661875,0.03505224,0.02438534,0.329372,0.4052424,0
