n_0,R_0,c,r,D,R_max,E_b,R_unc,E_h,v_b,E_m,v_d,E_move,z,K,n
0.150753769,0.7506164,0.6088082,0.6938508,0.5515304,0.9060019,0.1740891,0.5319862,0.5877864,0.754604,0.06660824,0.295107,0.872732,0.913661,0.8291498,367
0.859296482,0.2258734,0.03424091,0.2435426,0.1603387,0.8869297,0.8962566,0.04179802,0.4179266,0.674694,0.4780932,0.3165204,0.16978644,0.880677,0.1855486,0
0.914572864,0.5737435,0.04785153,0.7731164,0.3340539,0.3758182,0.8423828,0.14733284,0.383854,0.19920426,0.01422154,0.7557068,0.11466726,0.7839942,0.9561106,0
0.27638191,0.9588232,0.4551846,0.06588706,0.2221869,0.5996732,0.5890135,0.9671906,0.8965098,0.1431817,0.02701804,0.508052,0.5869342,0.7740004,0.9271254,0
0.713567839,0.1068293,0.3826296,0.18669886,0.7492407,0.07461387,0.8381857,0.3196068,0.013100414,0.8604866,0.7787398,0.1253537,0.02725204,0.2554786,0.620365,0
0.306532663,0.5184459,0.2364054,0.9776396,0.5390176,0.3470138,0.3824571,0.6805424,0.17922598,0.9905378,0.9134098,0.8660256,0.2608554,0.6639062,0.03281788,0
0.728643216,0.8303174,0.1827214,0.5871636,0.1138952,0.2574515,0.02998803,0.7350502,0.6164136,0.7221522,0.60505,0.18178938,0.2257092,0.4513738,0.9667412,0
0.165829146,0.01214493,0.7111439,0.15173066,0.05680731,0.9234529,0.09423119,0.8383062,0.04875392,0.0726798,0.239163,0.6664428,0.02137218,0.9961342,0.5295878,0
0.417085427,0.2622543,0.4420881,0.553905,0.8219575,0.08358807,0.7042268,0.5552676,0.18809048,0.4224334,0.7336102,0.3663982,0.2849362,0.820305,0.2785004,0
0.552763819,0.1996252,0.6343322,0.19089828,0.6536092,0.4897993,0.7536292,0.016957602,0.7682378,0.3604918,0.3130156,0.6055872,0.9359196,0.10549186,0.7566942,0
0.055276382,0.5212793,0.1537811,0.1009708,0.3084056,0.6625318,0.6035984,0.7236804,0.7988382,0.3729018,0.8357786,0.4694248,0.4543112,0.3972828,0.9810958,0
0.854271357,0.5495607,0.05892708,0.424888,0.2544787,0.3231361,0.1023697,0.02723202,0.7275654,0.863543,0.3947774,0.6185338,0.8018014,0.19613708,0.40451,0
0.67839196,0.918033,0.4129948,0.763814,0.8044092,0.5103049,0.2061225,0.979315,0.8524266,0.9842712,0.7629526,0.4536072,0.9509488,0.411402,0.8946838,0
0.59798995,0.7565586,0.4255117,0.3932862,0.8870913,0.3848177,0.6601971,0.464987,0.9006144,0.263918,0.3678098,0.6984942,0.08271556,0.5031266,0.08357934,0
0.457286432,0.2406768,0.7134233,0.9309374,0.4782551,0.03053921,0.9829782,0.7160068,0.4253346,0.3904676,0.6488274,0.019526276,0.5189832,0.9578326,0.1731638,0
0.939698492,0.5351228,0.09366658,0.5976524,0.6466468,0.7640322,0.1060823,0.5084316,0.9260512,0.3099984,0.4797296,0.09711452,0.793848,0.4593826,0.955258,0
0.271356784,0.7167556,0.4917676,0.357158,0.8675165,0.5654957,0.7112787,0.15308866,0.5551622,0.7335182,0.3391106,0.660383,0.3629654,0.3787042,0.7658894,0
0.557788945,0.7439965,0.08922952,0.4826672,0.5564075,0.4627326,0.7964066,0.0887278,0.8114004,0.17496678,0.7805156,0.5529626,0.9924756,0.01149637,0.5695018,0
0.266331658,0.3844149,0.3228985,0.2289454,0.2147579,0.05101392,0.1147166,0.18847394,0.870845,0.04666148,0.7710336,0.4716152,0.5334058,0.951565,0.4236994,0
0.51758794,0.515108,0.1037445,0.6753316,0.1251208,0.6211402,0.6569093,0.017677636,0.4084538,0.948232,0.2614336,0.765627,0.06459972,0.8358518,0.9672986,0
0.618090452,0.8638698,0.2827057,0.09885224,0.4892664,0.3861276,0.006428118,0.06334156,0.12005686,0.9695398,0.10083474,0.852122,0.0377312,0.1401213,0.0980709,0
0.396984925,0.3519955,0.337309,0.2990808,0.1437522,0.8676569,0.816047,0.710875,0.461992,0.800854,0.7490618,0.7005632,0.592579,0.2668432,0.6861222,40
0.165829146,0.04708289,0.6015103,0.5349994,0.2778442,0.7727559,0.5214719,0.8096524,0.6592458,0.3023208,0.3781084,0.861696,0.3053814,0.643821,0.7121482,501
0.783919598,0.04274572,0.7700834,0.9082994,0.4054906,0.9483076,0.7206628,0.669555,0.5059856,0.19679482,0.19170698,0.12722476,0.4111074,0.3331084,0.9196458,670
0.648241206,0.131577,0.5577444,0.15346812,0.1037037,0.07952862,0.8901959,0.5123584,0.11047188,0.9638276,0.12229426,0.430791,0.989989,0.4483864,0.3995786,0
0.994974874,0.02855429,0.2302227,0.7851248,0.2368739,0.09477274,0.5483312,0.8159726,0.6894318,0.640962,0.3149814,0.16860734,0.3836302,0.7846754,0.7153442,0
0.733668342,0.8281542,0.6473336,0.4021926,0.9444188,0.8128136,0.8459963,0.2312496,0.932243,0.3306774,0.7665564,0.7809746,0.777911,0.4642718,0.6816262,189
0.658291457,0.5540977,0.1927166,0.860126,0.1498419,0.03526001,0.8769693,0.8906596,0.04701306,0.18964756,0.9557632,0.503197,0.019483946,0.4173616,0.4526462,0
0.020100503,0.8170932,0.477223,0.518993,0.4520793,0.9705509,0.3047742,0.622882,0.8946262,0.543646,0.3178016,0.070601,0.5414884,0.11585404,0.2849334,0
0.296482412,0.7393297,0.6502467,0.3973538,0.1613642,0.3002452,0.7516188,0.7260976,0.9374444,0.5327192,0.3708284,0.7861824,0.8069592,0.02125406,0.2203306,0
0.326633166,0.4872642,0.1469882,0.3142408,0.1513243,0.7272369,0.7684373,0.3505594,0.17019026,0.3351858,0.3341724,0.1342919,0.15616336,0.5769978,0.5793496,0
0.216080402,0.01906845,0.7375125,0.12723526,0.6689393,0.8422608,0.3475505,0.3587082,0.06754132,0.8721294,0.381125,0.7331314,0.10321612,0.2194362,0.3942336,0
0.849246231,0.3453661,0.6842603,0.2509832,0.6529796,0.8153818,0.2963339,0.4691656,0.8848672,0.627624,0.3869568,0.263785,0.08550732,0.9961084,0.06240334,0
0.070351759,0.4473513,0.9359881,0.6657228,0.2422033,0.7156812,0.1655409,0.003903272,0.3333616,0.7268122,0.14433196,0.17005558,0.444845,0.6212938,0.2919714,0
0.542713568,0.1672499,0.6971223,0.852536,0.4947991,0.5885587,0.5621219,0.15952536,0.2646292,0.44432,0.8210896,0.03755834,0.5089696,0.8469668,0.5213286,0
0.974874372,0.7482962,0.02054352,0.2195966,0.3327622,0.7669449,0.5582461,0.4915988,0.6334114,0.5011614,0.8732548,0.5482044,0.8935472,0.793237,0.8454424,0
0.603015075,0.1073079,0.5658631,0.4880076,0.761071,0.9185319,0.649147,0.913453,0.350719,0.02168542,0.8923604,0.1202081,0.810827,0.12966588,0.17843788,0
0.221105528,0.3343551,0.392925,0.03516666,0.5226796,0.7055708,0.1281294,0.7748234,0.6941806,0.7356416,0.2797016,0.2318834,0.9337314,0.749208,0.8705692,0
0.979899497,0.07148419,0.9141168,0.08160622,0.01949063,0.4361434,0.2800796,0.3643754,0.8074624,0.08018898,0.84211,0.2695226,0.9403456,0.09575696,0.5949214,0
0.060301508,0.4140289,0.8535579,0.9980958,0.7486085,0.2419845,0.8007465,0.754793,0.7479928,0.939579,0.431096,0.8873088,0.5719506,0.18924878,0.941665,0
0.115577889,0.1223234,0.833082,0.5809632,0.07586598,0.4157597,0.2252018,0.10765542,0.02851228,0.647684,0.7761672,0.3624294,0.4230856,0.5314984,0.7878874,410
0.286432161,0.2299245,0.9933578,0.2791526,0.5361547,0.6842068,0.02899952,0.3829898,0.2100886,0.9116134,0.5915024,0.4966054,0.4594176,0.4926476,0.795692,360
0,0.6146702,0.7582092,0.69746,0.7379661,0.7491005,0.3702609,0.8990256,0.3815466,0.9210224,0.8332136,0.05645796,0.6410444,0.2905928,0.9354896,0
0.251256281,0.8863709,0.3867588,0.8297684,0.3352846,0.9524561,0.7719003,0.456173,0.7006412,0.4767236,0.9273942,0.5953674,0.2012348,0.7002856,0.6906706,0
0.236180905,0.1838955,0.007713942,0.988917,0.2153711,0.3498679,0.2532962,0.05393066,0.34288,0.8104522,0.2426596,0.3907502,0.8384064,0.8287002,0.9522082,0
0.753768844,0.3273011,0.8688958,0.7764976,0.4717752,0.5285746,0.187028,0.07578708,0.6042604,0.03244942,0.2482854,0.08198356,0.16837356,0.9795374,0.1261876,0
0.91959799,0.7016662,0.5851954,0.2588888,0.8554725,0.1107875,0.7464032,0.3411492,0.2008482,0.6914274,0.6717738,0.8205192,0.6165966,0.6793366,0.5293464,0
0.301507538,0.9377775,0.8836784,0.4763722,0.8082184,0.9220548,0.7373113,0.1844643,0.2280482,0.14781174,0.306284,0.2929054,0.1998008,0.2717884,0.8531394,520
0.140703518,0.7338535,0.5361435,0.6623084,0.2564785,0.3173113,0.3370023,0.9642894,0.9679578,0.4994312,0.6610512,0.982191,0.260403,0.303239,0.3700412,0
0.899497487,0.3047622,0.1667158,0.9604466,0.4633234,0.37147,0.5144767,0.9995476,0.776001,0.75527,0.6120874,0.812942,0.8210632,0.004547046,0.3356708,0
0.864321608,0.5108339,0.1716166,0.16485342,0.9992049,0.8453204,0.4960784,0.9479348,0.4361434,0.3814724,0.4676896,0.10628136,0.4456314,0.4883124,0.004345116,0
0.959798995,0.01014422,0.9289782,0.3712136,0.5417651,0.8796128,0.247476,0.14749324,0.2924624,0.8828644,0.16607494,0.6691266,0.6879958,0.03153964,0.5979858,96
0.311557789,0.4602833,0.6658238,0.2211544,0.3228103,0.4262217,0.9597641,0.2134512,0.443153,0.4223014,0.002792344,0.6066062,0.05430878,0.9938392,0.202296,326
0.43718593,0.5603138,0.9431045,0.3164,0.1934021,0.2009965,0.8590456,0.3025256,0.3873912,0.3677696,0.3479336,0.954974,0.6714682,0.4228254,0.662236,0
0.497487437,0.4807684,0.9896238,0.11225124,0.3143538,0.2657987,0.7009906,0.2839782,0.788042,0.4274992,0.4618214,0.6812478,0.2064908,0.7608818,0.04421902,0
0.467336683,0.9723912,0.3963781,0.13274274,0.6928329,0.4508643,0.937597,0.4170772,0.790658,0.6964738,0.8137074,0.1988839,0.496529,0.6100876,0.3400166,0
0.417085427,0.5839004,0.5638164,0.19946242,0.1354228,0.3135818,0.4738685,0.275201,0.6352406,0.11839976,0.8793404,0.0626148,0.6584438,0.17623316,0.5563268,0
0.587939698,0.1461168,0.8381226,0.7588256,0.6123809,0.6131961,0.9906067,0.9421786,0.585577,0.0502359,0.961401,0.8198558,0.6828842,0.7881988,0.18730282,127
0.190954774,0.1397813,0.4322166,0.471654,0.9775382,0.5820681,0.9121427,0.5036886,0.896482,0.09517834,0.529252,0.3459832,0.6639382,0.0393475,0.2613932,0
0.316582915,0.7813217,0.5967561,0.3014002,0.8312711,0.4456713,0.462826,0.5764644,0.9629662,0.07374692,0.5449938,0.931819,0.3943174,0.2207922,0.8120766,0
0.346733668,0.1513572,0.8144161,0.013169756,0.8648213,0.497383,0.01612564,0.8286604,0.3122348,0.5643152,0.7927896,0.15713434,0.03385062,0.6977946,0.04955514,0
0.512562814,0.4657253,0.8709442,0.3313082,0.625133,0.3991203,0.1219014,0.8686032,0.7181732,0.1242176,0.326885,0.9943528,0.5826066,0.2528286,0.7489188,0
0.56281407,0.4700173,0.8916189,0.11801196,0.2685629,0.6756626,0.9257113,0.6563646,0.3993604,0.7988048,0.6833384,0.8812986,0.9290814,0.9689088,0.8272212,2
0.547738693,0.4944837,0.5228906,0.7305862,0.6860132,0.6472868,0.8990786,0.6992274,0.3048558,0.2242024,0.11714178,0.11488596,0.4933182,0.7215374,0.8584806,533
0.150753769,0.06202644,0.858822,0.18583046,0.07266964,0.4135698,0.5038388,0.9906318,0.8334296,0.2196006,0.5485178,0.005974814,0.013058426,0.2803144,0.622481,0
0.452261307,0.6259262,0.9330934,0.5744912,0.8131436,0.9873131,0.3693702,0.05920568,0.3185106,0.4932874,0.6197234,0.939888,0.7621528,0.19161884,0.8220206,1157
0.100502513,0.1015473,0.3492655,0.2062032,0.6021936,0.6546232,0.4814573,0.8356618,0.8863366,0.5099904,0.16002064,0.03457246,0.8783564,0.2646468,0.03737338,0
0.211055276,0.8095542,0.4017345,0.711137,0.5324216,0.5326419,0.8817094,0.2224788,0.562379,0.15087388,0.02770678,0.7556618,0.1843148,0.5939778,0.6697838,0
0.376884422,0.8553433,0.6237248,0.8132496,0.446926,0.01966688,0.6309494,0.8701144,0.013868254,0.006414062,0.2290374,0.625863,0.12004102,0.5549134,0.5518472,0
0.010050251,0.2482,0.8982261,0.6894238,0.8832993,0.07270742,0.5830814,0.521002,0.99456,0.808411,0.9483794,0.6794372,0.9953876,0.820204,0.6440562,0
0.954773869,0.3105584,0.1165879,5.94E-05,0.3504822,0.1598879,0.2319984,0.3217152,0.8572876,0.7535772,0.864926,0.9139392,0.2377082,0.2407876,0.05144084,0
0.793969849,0.9535756,0.2093172,0.6335302,0.8383019,0.2896193,0.9631884,0.1916998,0.844226,0.7781812,0.055572,0.5694412,0.2720424,0.12154016,0.0774899,0
0.567839196,0.0681791,0.5333279,0.919764,0.8994955,0.3582643,0.9983425,0.1185487,0.2351698,0.16824968,0.51904,0.4927888,0.873764,0.9360284,0.6110366,863
0.005025126,0.9763995,0.5085785,0.05262654,0.2873697,0.5177739,0.4092063,0.005826398,0.6983736,0.6190588,0.4092696,0.2148334,0.2483492,0.7432924,0.4309344,0
0.135678392,0.4546174,0.6920603,0.15686898,0.5108312,0.7558681,0.0660878,0.9673712,0.4159116,0.5513578,0.866897,0.343192,0.6322534,0.9241746,0.532902,0
0.894472362,0.5692752,0.2273202,0.34569,0.7752201,0.6913676,0.03200725,0.03862554,0.572725,0.8901202,0.08966566,0.6521058,0.8422806,0.0629461,0.1110943,0
0.43718593,0.5797905,0.7292095,0.294179,0.8492497,0.9833246,0.06067686,0.538554,0.6787336,0.4718676,0.7853266,0.9784316,0.4301084,0.017235392,0.8425078,207
0.527638191,0.874176,0.9622873,0.13693568,0.9311798,0.6065153,0.9760788,0.5893374,0.2951394,0.701633,0.4851758,0.8795916,0.2870428,0.13449924,0.903015,0
0.819095477,0.9842506,0.2483436,0.6744926,0.5157456,0.3514585,0.3998866,0.17308708,0.511657,0.3462034,0.6369912,0.06745376,0.2939408,0.2486342,0.6259728,0
0.065326633,0.1413105,0.7945506,0.900354,0.08270325,0.2375394,0.02263345,0.3114272,0.4326648,0.9417948,0.5846396,0.4439306,0.6246292,0.4025566,0.3562476,0
0.663316583,0.7080534,0.2207297,0.4418638,0.5748197,0.09652145,0.6881174,0.338973,0.2671494,0.2019126,0.7982112,0.2056204,0.547039,0.2850922,0.13431264,0
0.733668342,0.623889,0.001362263,0.9111046,0.4397452,0.006522132,0.5523399,0.4468836,0.9811796,0.5106362,0.954896,0.7196464,0.9177968,0.5593788,0.7291948,0
0.100502513,0.6093877,0.6195761,0.6229412,0.02691721,0.3272588,0.1474275,0.6480768,0.553155,0.04014164,0.902798,0.05292328,0.5367918,0.728531,0.366091,0
0.934673367,0.3565133,0.9566045,0.651456,0.6221825,0.9677346,0.5057067,0.7337688,0.5264622,0.22859,0.04673934,0.2733686,0.611454,0.04760852,0.6377622,807
0.090452261,0.5340697,0.2725677,0.7394206,0.7051775,0.1720256,0.1524283,0.581644,0.7337346,0.740356,0.03014382,0.8289856,0.4371316,0.581866,0.1059283,0
0.718592965,0.7517733,0.4523342,0.6496882,0.9480996,0.5555769,0.4375024,0.0696064,0.0587297,0.3995506,0.5997878,0.6550272,0.3228652,0.1722855,0.3153328,283
0.949748744,0.6833302,0.5751023,0.09397884,0.4200718,0.5379697,0.9412056,0.3792854,0.277661,0.9576314,0.19520374,0.9738142,0.8183176,0.11083904,0.9202156,198
0.743718593,0.2715532,0.3698929,0.920646,0.1144464,0.636039,0.9891907,0.397706,0.16775958,0.76005,0.6933546,0.5147674,0.3142896,0.15704456,0.384151,428
0.989949749,0.3680484,0.03106623,0.1409686,0.3677558,0.2279079,0.6983663,0.2920458,0.4111692,0.4027876,0.18645066,0.004062378,0.3692502,0.664743,0.9765224,0
0.582914573,0.4449844,0.8788988,0.9392742,0.9215732,0.1543745,0.5679646,0.3156518,0.13669354,0.5566236,0.850724,0.5886438,0.880981,0.6557356,0.544018,623
0.261306533,0.1780803,0.5812911,0.8662804,0.9650085,0.3430916,0.1730034,0.9866154,0.709591,0.8442574,0.9085622,0.761517,0.04654148,0.14534104,0.19599206,0
0.185929648,0.4091887,0.462626,0.3502896,0.9012788,0.02164295,0.5423425,0.6169324,0.2167608,0.6559936,0.2908976,0.3787126,0.5137132,0.9335962,0.3266304,0
0.633165829,0.6042584,0.9487447,0.2848794,0.5679788,0.8967415,0.6080066,0.7017388,0.10744002,0.5496532,0.07473144,0.844296,0.14290998,0.08441642,0.7432798,602
0.964824121,0.5022208,0.9076485,0.4593882,0.8195709,0.4570158,0.08408148,0.2048466,0.3658198,0.9891802,0.3420564,0.04149016,0.2345214,0.4336344,0.8812566,0
0.658291457,0.3719072,0.04399701,0.6069534,0.9847105,0.5434054,0.7096585,0.2528938,0.5414998,0.5293358,0.2992956,0.3254494,0.6519364,0.8618148,0.7805092,0
0.105527638,0.2586892,0.9735032,0.63517,0.1663082,0.5494989,0.9175912,0.958532,0.3298182,0.3514598,0.8078364,0.012996128,0.13444904,0.8591558,0.501701,0
0.688442211,0.1567888,0.7055689,0.8707142,0.7918512,0.8842481,0.0381288,0.8476652,0.8601996,0.4555964,0.6288686,0.7506806,0.7111898,0.6358598,0.2439692,0
0.331658291,0.03319392,0.61194,0.7965722,0.6431301,0.6664529,0.9307796,0.7355006,0.9152238,0.03720524,0.7279934,0.5917334,0.17794862,0.7155326,0.4406318,0
0.351758794,0.7964324,0.01499775,0.5134972,0.6320366,0.1847062,0.6744774,0.4441532,0.14125292,0.2753246,0.970375,0.53959,0.0963023,0.7564928,0.2681604,0
0.175879397,0.2774066,0.7301783,0.8341964,0.1303378,0.6168445,0.3901705,0.2265102,0.8263342,0.855139,0.9889182,0.2757406,0.7598452,0.8043994,0.3873402,0
0.201005025,0.6649126,0.1313447,0.749459,0.4674493,0.5773365,0.6174758,0.7655202,0.7639938,0.6320108,0.9973564,0.6944822,0.8297824,0.5667912,0.9072778,0
0.638190955,0.5410104,0.02844915,0.5391088,0.4005434,0.9912343,0.2572844,0.348591,0.7689122,0.0269819,0.4015178,0.4750942,0.7441006,0.5191984,0.4744774,0
0.442211055,0.6718644,0.8605184,0.5048602,0.05456641,0.04342104,0.4148814,0.2488566,0.7364282,0.8961304,0.4816646,0.7758136,0.4616688,0.710135,0.9981986,0
0.371859296,0.4231814,0.4063102,0.16622834,0.6155475,0.3613234,0.825149,0.04845336,0.3792658,0.901321,0.3972964,0.644988,0.18585276,0.878225,0.4854848,0
0.879396985,0.1620266,0.5173406,0.5666958,0.06350427,0.7506041,0.1929853,0.2365528,0.4835094,0.9968778,0.655249,0.710428,0.9556162,0.2959148,0.7247258,322
0.522613065,0.2646379,0.2856504,0.4499736,0.594845,0.9965952,0.61477,0.9045088,0.5971778,0.7941324,0.15389898,0.542366,0.96093,0.9252242,0.2541104,0
0.145728643,0.2062235,0.767077,0.5235536,0.06779338,0.02705481,0.8667819,0.7756236,0.5496348,0.4346622,0.12961196,0.9687964,0.576393,0.8312172,0.4062714,0
0.874371859,0.6400823,0.7525247,0.8018496,0.09658671,0.2319232,0.1407408,0.842285,0.10383116,0.2481082,0.2358236,0.8910708,0.4690078,0.10975446,0.7094218,1054
1,0.8452228,0.5291861,0.7522182,0.3286745,0.1969549,0.3246667,0.2623012,0.8042388,0.210791,0.6895812,0.2192808,0.315948,0.5473382,0.5102704,0
0.773869347,0.9660149,0.06361024,0.382654,0.9158712,0.1014951,0.4774721,0.5182796,0.6131238,0.12892274,0.8819094,0.11749376,0.7466536,0.5066038,0.5357554,0
0.075376884,0.7141932,0.7858924,0.3240188,0.8131216,0.7862065,0.4920244,0.8800144,0.7628128,0.6498614,0.714316,0.03639284,0.04295572,0.2416976,0.3383066,0
0.201005025,0.5506655,0.6767816,0.6222422,0.4162222,0.5317411,0.8428943,0.7023274,0.2187298,0.8046036,0.3835438,0.4815642,0.3728478,0.04569548,0.4569158,530
0.115577889,0.158797,0.4072099,0.5135626,0.6431815,0.8030627,0.2736958,0.3972924,0.5793362,0.2020568,0.9982928,0.2854612,0.8975152,0.6379928,0.3470322,0
0.492462312,0.2241899,0.1140187,0.5696706,0.8572503,0.1428109,0.2301999,0.556111,0.4318458,0.5553718,0.10686284,0.8795758,0.096549,0.14812094,0.9651448,0
0.969849246,0.7998767,0.1752716,0.07950068,0.6620132,0.09070859,0.998962,0.6556314,0.05297762,0.6407726,0.3896728,0.9020574,0.2541236,0.03307616,0.2083338,0
0.522613065,0.6138435,0.138711,0.8569878,0.2632872,0.1309789,0.5097375,0.08078676,0.3324802,0.509181,0.2057666,0.5896246,0.6086174,0.0859963,0.016721798,0
0.59798995,0.2281298,0.6663158,0.8022874,0.7883292,0.2065039,0.7008874,0.8638214,0.9101088,0.2842238,0.8558318,0.17640238,0.5408824,0.8947198,0.18434574,0
0.703517588,0.5555598,0.5225275,0.07381982,0.363082,0.4446966,0.2926148,0.9626428,0.6953206,0.0490577,0.2141454,0.0610227,0.12991158,0.4873916,0.2038572,0
0.010050251,0.009751871,0.4724316,0.06979868,0.4070903,0.3498291,0.823472,0.5496168,0.002863412,0.0439343,0.002724068,0.16244944,0.2856056,0.9567626,0.3430826,0
0.869346734,0.747307,0.9063571,0.267373,0.2697836,0.8234672,0.124325,0.12308878,0.7059128,0.7842478,0.2797358,0.3087134,0.7805366,0.11030518,0.6339056,141
0.43718593,0.6847079,0.8183749,0.010557586,0.7486967,0.2613043,0.9400664,0.7350282,0.1626743,0.08500654,0.4743488,0.7549892,0.9899714,0.17919712,0.13642878,0
0.944723618,0.3932697,0.9014021,0.8251988,0.4456155,0.6040267,0.07089221,0.6161378,0.8759676,0.8354816,0.9119844,0.325641,0.8055742,0.610119,0.560571,0
0.984924623,0.4124878,0.04776506,0.009863536,0.7983722,0.3130968,0.08921739,0.4412284,0.5567704,0.19165962,0.9420652,0.27465,0.867205,0.7628708,0.4352916,0
0.351758794,0.1411461,0.7476301,0.9117966,0.8437246,0.771472,0.1565254,0.4891884,0.19152206,0.3864276,0.7641316,0.3874584,0.279668,0.6285094,0.8919896,905
0.859296482,0.8748056,0.8504252,0.5865912,0.4758164,0.5352128,0.3159619,0.602564,0.5474624,0.8071382,0.8350982,0.6909548,0.16339156,0.9074938,0.25772,279
0.557788945,0.6593717,0.4658283,0.4341672,0.6903934,0.4756095,0.5104393,0.8525202,0.276241,0.9612838,0.9922198,0.18316856,0.7505956,0.810801,0.7737278,0
0.256281407,0.3768652,0.7811558,0.4698656,0.3445466,0.3868123,0.2136726,0.088043,0.473103,0.6925696,0.04987552,0.8003004,0.5989834,0.4268548,0.4191068,426
0.291457286,0.8108444,0.9424162,0.5754608,0.7660648,0.7583442,0.6459139,0.3549156,0.777222,0.9363546,0.016422854,0.4069962,0.0712532,0.01709324,0.580647,1755
0.417085427,0.235613,0.6547498,0.7125452,0.4116392,0.5224336,0.7794013,0.2791334,0.6288626,0.0312657,0.6220412,0.8396106,0.2382772,0.2650428,0.6996142,33
0.984924623,0.7410376,0.3396403,0.660664,0.5748821,0.1589879,0.127945,0.5809954,0.2961712,0.407124,0.4887108,0.545067,0.3666766,0.5777728,0.3056048,0
0.939698492,0.05354262,0.1047724,0.6939834,0.002826954,0.2012886,0.03099681,0.849202,0.2457774,0.7295568,0.6164436,0.14791858,0.9990196,0.5643268,0.6894064,0
0.125628141,0.09205951,0.862419,0.5444358,0.292195,0.8962056,0.8068135,0.770928,0.4614494,0.5674166,0.544942,0.2425896,0.09415406,0.2886826,0.8125434,521
0.738693467,0.3373534,0.3091062,0.19589736,0.2514179,0.7269625,0.2751282,0.13794608,0.6797972,0.7527972,0.12320784,0.6419806,0.355962,0.4715698,0.7398136,0
0.010050251,0.03708817,0.05076269,0.7769364,0.02884537,0.2220646,0.2286377,0.06790656,0.10436866,0.762489,0.246988,0.1957234,0.5581796,0.07825136,0.729895,0
0.130653266,0.3132426,0.3575362,0.665776,0.5015525,0.2379867,0.8169459,0.9111586,0.5683876,0.317399,0.5991444,0.1316546,0.3382978,0.8848782,0.3009454,0
0.170854271,0.3966965,0.3606858,0.02050296,0.9791017,0.838368,0.8309024,0.3631626,0.6862116,0.6399504,0.8710032,0.983614,0.4281204,0.2475696,0.5685314,0
0.256281407,0.8926134,0.5744639,0.1832718,0.8820417,0.2900394,0.696266,0.008537346,0.5062142,0.13332838,0.06514984,0.05166312,0.7426952,0.4178276,0.602502,0
0.753768844,0.4994685,0.5123401,0.399724,0.9719959,0.7130964,0.9520654,0.257014,0.5891032,0.5047004,0.3157766,0.4354764,0.2116804,0.3190042,0.499395,260
0.055276382,0.1733789,0.2554245,0.2200752,0.7712574,0.5415302,0.889193,0.3387044,0.015659888,0.7217662,0.12854648,0.3161514,0.7201982,0.3272798,0.8180012,257
0.236180905,0.8089368,0.9103721,0.9759634,0.2375887,0.5566236,0.1370661,0.1596641,0.3557124,0.382898,0.5868064,0.7450356,0.5505718,0.9651854,0.4314234,628
0.206030151,0.08640621,0.586699,0.6274934,0.323416,0.3790069,0.9365365,0.998557,0.484331,0.14379032,0.860508,0.5847236,0.1922874,0.7092646,0.07220214,0
0.959798995,0.8978899,0.31728,0.4174272,0.925648,0.4536044,0.5652796,0.430965,0.973132,0.5958128,0.3120718,0.3670286,0.3034292,0.5390188,0.4093748,0
0.904522613,0.7394764,0.6322428,0.4084566,0.6580199,0.14923,0.356112,0.9213034,0.9492074,0.9879462,0.3329612,0.6535542,0.4392378,0.7505568,0.11503574,0
0.889447236,0.409697,0.2441841,0.6069606,0.2578949,0.216444,0.01472023,0.8179932,0.0231093,0.2528294,0.9508482,0.3042662,0.02354864,0.7849048,0.3500918,0
0.51758794,0.451599,0.9492465,0.461371,0.3193205,0.8930438,0.467167,0.8854286,0.011906248,0.9536438,0.2835608,0.4145562,0.6934256,0.544819,0.16326022,448
0.512562814,0.2462949,0.5606726,0.7839722,0.123988,0.9421426,0.334646,0.589154,0.4697258,0.3090256,0.271058,0.18828848,0.03747094,0.9490844,0.13012712,0
0.221105528,0.1982827,0.8801275,0.6132172,0.3537638,0.01065887,0.2017847,0.3324784,0.6211434,0.6094084,0.3701536,0.2769796,0.826655,0.342333,0.03406602,0
0.472361809,0.6482445,0.4771337,0.3473378,0.9952678,0.07483398,0.6248244,0.07968312,0.7510172,0.0390184,0.7692996,0.8985656,0.8822398,0.5668264,0.2839228,0
0.100502513,0.5080768,0.2245454,0.16842344,0.3672115,0.2543985,0.9733566,0.19035772,0.95073,0.007244494,0.6864792,0.4484882,0.2300348,0.2620954,0.711408,0
0.326633166,0.8008961,0.5798653,0.4049204,0.5369773,0.6843719,0.7398762,0.3266208,0.4973296,0.0849086,0.9190738,0.8113538,0.8247252,0.02182512,0.0373458,0
0.854271357,0.6264964,0.490715,0.9996782,0.8879775,0.5680835,0.7845174,0.543301,0.7335138,0.6880506,0.9660692,0.7720124,0.013776758,0.0363763,0.5136526,0
0.271356784,0.9217186,0.7334132,0.677159,0.4968354,0.6095606,0.192933,0.215699,0.7659984,0.12062658,0.7829776,0.3975942,0.004119022,0.7777426,0.2172968,0
0.738693467,0.1897895,0.8213571,0.5542428,0.3582549,0.6297214,0.005459363,0.4687434,0.7360284,0.9467034,0.6842898,0.8609494,0.926322,0.960848,0.5788934,0
0.211055276,0.4184331,0.4989688,0.04957464,0.3050881,0.8662221,0.7257964,0.11499566,0.9751924,0.794789,0.4126238,0.19165818,0.2737806,0.8654712,0.4684936,0
